	target_text
8352	How do you interpret logit coefficients
8353	What is the difference between linear and exponential
8354	What is exponential regression
8355	What is interpolation example
8356	What is the meaning of interpolation
8357	What are interpolation methods
8358	What is Maximax and Maximin
8359	What is the continuity correction to binomial
8360	Why do we use the normal approximation to the binomial distribution
8361	What is knowledge representation AI
8362	Why do we need knowledge representation in AI
8363	What are the approaches of knowledge representation
8364	What are the gates in Lstm
8365	What do you mean by random process
8366	What does SMD mean in statistics
8367	What standardized means
8368	How do you calculate standardized effects
8369	Which method is used for state space search problems
8370	Which method is used for state space search problems Mcq
8371	How state space strategy is useful in problem solving
8372	What are the discrete probability distributions
8373	What are the different types of probability distribution
8374	What are the different types of continuous distribution
8375	What are the requirements for a probability distribution
8376	What is probability distribution formula
8377	What are the performance metrics for regression
8378	Which metrics can be used for evaluating regression models
8379	How many types of regression analysis are there
8380	What is regression analysis and its types
8381	What is regression analysis used for
8382	Why do neural networks predict
8383	Is Fourier series and Fourier Transform same
8384	What is a Fourier series used for
8385	What is the difference between Fourier transform and Z transform
8386	What is the formula to calculate average
8387	What is the meaning of average
8388	Do data analysts use machine learning
8389	Is Analytics part of AI
8390	How do you calculate complete sufficient statistics
8391	How do you find minimal sufficient statistics
8392	What are the issues associated with high dimensional data
8393	What does a multiple linear regression tell you
8394	What is the multiple linear regression equation
8395	How do you find the median when there is 2
8396	How do you find the median of N
8397	What is the difference between a randomized control trial and non randomized control trial
8398	What does law of averages mean
8399	How do you analyze the relationship between variables
8400	What is used to examine the relationships between variables
8401	What technique is a measure of the relationship between two variables
8402	What is the differentiation of ex
8403	Why derivative of e x is e x
8404	What is derivative of E 2x
8405	Where do we use Chi Square t test and Anova
8406	What is output device give example
8407	What is output
8408	What is used in backward chaining algorithm in AI
